party,,,,D,R,R,R,D,D,D,D,D,R,R,D,D,R,R,D,D,D,D,R,R,R,R,R,D,D,R,R,R,R,D,R,D,D,D,R,R,D,D,R,R,R,R,R,R,R,D,R,D,R,D,D,R,D,D,D,R,D,I,R,D,R,D,R,D,D,D,R,R,D,D,D,R,R,D,D,D,R,R,D,R,I,D,D,R,D,R,R,D,D,R,R,D,D,R,D,D,D,R,D,D,R,D,R,R,D,D,R,D,D,I,D,R,R,D,D,R,D,D
113,Senate,1,25,,No,Yes,No,Yes,Not Voting,Yes,,Yes,Yes,No,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,,Yes,No,No,No,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,,No,Yes,Yes,Yes,No,,Yes,Yes,,,Yes,Not Voting,Yes,No,Yes,,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,,,Yes,Yes,Yes,Yes,Not Voting,Yes,No,Yes,,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,
113,Senate,1,26,,Yes,No,Yes,Yes,No,No,,No,Yes,Yes,No,No,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,,No,Yes,Yes,Yes,,No,Yes,No,No,No,No,Yes,No,No,Yes,,Yes,,Yes,Yes,Yes,No,Yes,,Yes,No,,,No,No,No,No,No,,,No,No,No,Yes,No,No,No,Yes,Yes,No,No,,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,,,No,No,Yes,Yes,No,No,Yes,Yes,,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,,,
113,Senate,1,27,,No,No,No,Yes,Yes,Yes,,Yes,No,No,Yes,Yes,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,,Yes,No,No,No,,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,,No,,No,No,No,Yes,No,,No,Yes,,,No,Yes,Yes,No,Yes,,,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,,,Yes,Yes,No,No,Yes,Yes,No,Yes,,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,,
113,Senate,1,28,,Yes,Yes,Yes,Yes,Not Voting,Yes,,Yes,Yes,Yes,Yes,Not Voting,,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,Not Voting,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Not Voting,Yes,Not Voting,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
113,Senate,1,29,,Yes,Yes,Yes,Yes,Not Voting,Yes,,No,No,Yes,Yes,No,,Yes,No,No,No,No,No,Yes,Yes,No,Yes,,Yes,Yes,No,Yes,,No,Yes,No,No,No,No,Yes,Yes,No,No,,No,,Yes,No,Yes,No,Yes,,No,No,,,Yes,Not Voting,No,Yes,No,,,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,,,No,No,Yes,Yes,Not Voting,Yes,Yes,No,,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,,,
113,Senate,1,30,,No,No,No,Yes,Yes,Yes,,Yes,No,No,Yes,Yes,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,,Yes,No,No,Not Voting,,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Not Voting,,No,,No,No,Not Voting,Not Voting,No,,No,Yes,,,Yes,Not Voting,Yes,No,Yes,,,Yes,No,Yes,No,Yes,Yes,Not Voting,No,Yes,Yes,Yes,,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,,,Yes,Yes,No,No,Not Voting,Yes,Not Voting,Yes,,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,,
113,Senate,1,31,,Yes,Yes,No,Yes,Yes,Yes,,Yes,Yes,No,Not Voting,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,Yes,Yes,No,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,,No,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,Not Voting,Yes,No,Yes,,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,,
113,Senate,1,32,,Yes,No,No,Yes,Yes,Yes,,Yes,No,No,Not Voting,Yes,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,,Yes,Yes,No,No,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,No,,No,No,No,Yes,No,,Yes,Yes,,,Yes,Not Voting,No,No,Yes,,,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,,,Yes,Yes,No,No,Yes,Yes,Not Voting,Yes,,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,,
113,Senate,1,33,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,Not Voting,Not Voting,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Not Voting,Yes,Yes,Not Voting,Yes,,Not Voting,Not Voting,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
113,Senate,1,34,,Yes,Yes,Yes,No,No,No,,No,Yes,Yes,No,No,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,,No,Yes,No,No,No,Yes,Yes,No,No,Yes,,Yes,,Yes,Yes,Yes,No,Yes,,Yes,No,,,No,Not Voting,No,Yes,No,,,Not Voting,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,,,No,No,Yes,Yes,No,No,Yes,No,,Not Voting,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,,,
113,Senate,1,35,,No,No,No,Yes,Yes,Yes,,Yes,No,No,Yes,Yes,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,,Yes,No,No,No,,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,,No,No,No,Yes,No,,No,Yes,,,Yes,Not Voting,Yes,No,No,,,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,,,Yes,Yes,No,No,Yes,Yes,No,Yes,,Not Voting,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,,,
113,Senate,1,36,,No,No,No,Yes,Yes,Yes,,Yes,No,No,Yes,Yes,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,,Yes,No,No,No,,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,,No,No,No,Yes,No,,No,Yes,,,Yes,Not Voting,Yes,No,Yes,,,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,,,Yes,Yes,No,No,Yes,Yes,No,Yes,,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,,
113,Senate,1,37,,Yes,Yes,Yes,No,No,No,,No,Yes,Yes,No,No,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,,No,Yes,Yes,Yes,,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,,Yes,,Yes,Yes,Yes,No,Yes,,Yes,No,,,No,Not Voting,No,Yes,No,,,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,,,No,No,Yes,Yes,No,No,Yes,No,,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,,,
113,Senate,1,38,,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,,Yes,No,No,No,,Yes,No,Yes,Yes,Yes,Not Voting,No,Yes,Yes,No,,Yes,,No,Yes,Yes,Yes,No,,No,Yes,,,Yes,Not Voting,Yes,No,Yes,,,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,,,Yes,No,No,No,Yes,Yes,No,Yes,,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,
113,Senate,1,39,,Yes,Yes,Yes,Yes,No,No,,No,Yes,Yes,No,No,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,,No,Yes,Yes,Yes,,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,,Yes,,Yes,Yes,Yes,No,Yes,,No,No,,,No,Not Voting,No,Yes,No,,,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,,,No,No,Yes,Yes,No,No,Yes,No,,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,,,
113,Senate,1,40,,Yes,Yes,Yes,Yes,No,No,,No,Yes,Yes,No,No,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,,No,Yes,No,No,No,Yes,No,No,No,Yes,,Yes,,Yes,Yes,Yes,No,Yes,,Yes,No,,,No,Not Voting,No,Yes,No,,,No,Yes,No,Yes,No,No,No,Yes,No,No,No,,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,,,No,No,Yes,Yes,No,No,Yes,No,,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,,,
113,Senate,1,41,,Yes,Yes,Yes,No,No,No,,No,No,Yes,No,No,,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,No,Yes,Yes,Yes,,No,Yes,No,No,No,Yes,No,No,No,Yes,,Yes,,Yes,Yes,No,No,Yes,,Yes,No,,,No,Not Voting,No,Yes,No,,,No,Yes,No,Yes,No,No,No,Yes,No,No,No,,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,,,No,No,Yes,Yes,No,No,Yes,No,,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,,,
113,Senate,1,42,,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,Yes,Yes,Yes,No,,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,Yes,,No,Yes,Yes,Yes,No,,No,Yes,,,Yes,Not Voting,Yes,No,Yes,,,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,,,Yes,No,Yes,No,Yes,Yes,No,Yes,,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,
113,Senate,1,43,,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,,Yes,No,No,No,,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,Yes,,No,Yes,Yes,Yes,No,,No,Yes,,,Yes,Not Voting,Yes,No,Yes,,,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,,,Yes,No,No,No,Yes,Yes,No,Yes,,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,
113,Senate,1,44,,Yes,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,Yes,Yes,Yes,No,,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,Yes,,No,Yes,Yes,Yes,No,,No,Yes,,,Yes,Not Voting,Yes,No,Yes,,,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,,,Yes,No,Yes,No,Yes,Yes,No,Yes,,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,
113,Senate,1,45,,Yes,Yes,Yes,No,No,No,,No,Yes,Yes,No,No,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,,No,Yes,No,No,No,Yes,Yes,No,No,Yes,,Yes,,Yes,Yes,Yes,No,Yes,,Yes,No,,,No,Not Voting,No,Yes,No,,,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,,,No,No,Yes,Yes,No,No,Yes,No,,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,,,
113,Senate,1,46,,Yes,Yes,Yes,No,No,No,,No,Yes,Yes,No,No,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,,No,Yes,Yes,Yes,,No,Yes,No,No,No,Yes,Yes,No,No,Yes,,Yes,,Yes,Yes,Yes,No,Yes,,Yes,No,,,No,Not Voting,No,No,No,,,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,,,No,No,Yes,Yes,No,No,Yes,No,,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,,,
113,Senate,1,47,,Yes,Yes,Yes,No,Yes,Yes,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,,Yes,Yes,Yes,No,Yes,,Yes,Yes,,,No,Not Voting,No,Yes,No,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
113,Senate,1,48,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,Not Voting,Yes,No,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
113,Senate,1,49,,Yes,Yes,Yes,No,No,No,,No,Yes,Yes,No,No,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,,No,Yes,No,No,No,Yes,Yes,No,No,Yes,,Yes,,Yes,Yes,Yes,No,Yes,,Yes,No,,,No,Not Voting,No,Yes,No,,,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,,,No,No,Yes,Yes,No,No,Yes,No,,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,,,
113,Senate,1,50,,Yes,Yes,Yes,No,No,No,,No,Yes,Yes,No,No,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,,No,Yes,No,No,No,Yes,Yes,No,No,Yes,,Yes,,Yes,Yes,Yes,No,Yes,,Yes,No,,,No,Not Voting,No,Yes,No,,,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,,,No,No,Yes,Yes,No,No,Yes,No,,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,,,
113,Senate,1,51,,Yes,Yes,Yes,No,No,No,,No,Yes,Yes,No,No,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,,No,Yes,No,No,No,Yes,Yes,No,No,Yes,,Yes,,Yes,Yes,Yes,No,Yes,,Yes,No,,,No,Not Voting,No,Yes,No,,,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,,,No,No,Yes,Yes,No,No,Yes,No,,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,,,
113,Senate,1,52,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,Not Voting,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
113,Senate,1,53,,Yes,Yes,Yes,No,No,No,,No,Yes,Yes,No,No,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,,No,Yes,No,No,No,Yes,Yes,No,No,Yes,,Yes,,Yes,Yes,Yes,No,Yes,,Yes,No,,,No,Not Voting,No,Yes,No,,,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,,,No,No,Yes,Yes,No,No,Yes,No,,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,,,
113,Senate,1,54,,No,No,No,Yes,Yes,Yes,,Yes,No,No,Yes,Yes,,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,,Yes,No,No,No,,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,,No,No,No,Yes,No,,Yes,Yes,,,Yes,Not Voting,Yes,No,Yes,,,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,,,Yes,Yes,No,No,Yes,Yes,No,Yes,,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,,
113,Senate,1,55,,Yes,Yes,Yes,No,No,No,,No,Yes,Yes,No,No,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,,No,Yes,Yes,Yes,,No,Yes,No,No,No,Yes,Yes,No,No,Yes,,Yes,,Yes,Yes,Yes,No,Yes,,No,No,,,No,Not Voting,No,Yes,No,,,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,,,No,No,Yes,Yes,No,No,Yes,No,,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,,,
113,Senate,1,56,,No,No,No,Yes,Yes,Yes,,Yes,No,No,Yes,Yes,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,,Yes,No,No,No,,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,,No,,No,No,No,Yes,No,,No,No,,,Yes,Not Voting,Yes,No,Yes,,,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,,,Yes,Yes,No,No,Yes,Yes,No,No,,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,,
113,Senate,1,57,,Yes,Yes,Yes,No,Yes,Yes,,No,Yes,Yes,No,No,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,,Yes,Yes,Yes,No,Yes,,Yes,Yes,,,No,Not Voting,No,Yes,No,,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,,,No,No,Yes,Yes,Yes,No,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,
113,Senate,1,58,,No,No,No,No,Yes,Yes,,Yes,No,No,Yes,Yes,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,,Yes,No,No,No,,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,,No,,No,No,No,No,No,,No,Yes,,,No,Not Voting,Yes,No,Yes,,,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,,,Yes,No,No,No,Yes,Yes,No,No,,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,,,
113,Senate,1,59,,Yes,Yes,Yes,Yes,No,No,,No,Yes,Yes,No,No,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,,No,Yes,No,No,No,Yes,Yes,No,No,Yes,,Yes,,Yes,Yes,Yes,No,Yes,,Yes,No,,,Yes,Not Voting,No,Yes,No,,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,,,No,No,Yes,Yes,No,No,Yes,No,,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,,,
113,Senate,1,60,,No,No,No,No,No,Yes,,Yes,No,No,Yes,No,,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,,No,,No,No,No,No,No,,No,No,,,No,Not Voting,Yes,No,Yes,,,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,,,Yes,Yes,No,No,No,No,No,Yes,,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,,,
113,Senate,1,61,,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,No,No,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,No,,,Yes,Not Voting,No,Yes,No,,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,,,No,Yes,Yes,Yes,No,No,Yes,Yes,,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,,,
113,Senate,1,62,,Yes,No,No,No,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,Yes,No,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,Yes,,No,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,Not Voting,Yes,No,Yes,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,,,Yes,No,Yes,No,Yes,Yes,No,Yes,,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,
113,Senate,1,63,,Yes,Yes,Yes,No,No,No,,No,No,Yes,No,No,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,,No,Yes,Yes,Yes,,No,Yes,No,No,No,Yes,Yes,No,No,Yes,,Yes,,Yes,Yes,Yes,No,Yes,,No,No,,,No,Not Voting,No,Yes,No,,,No,Yes,No,Yes,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,,,No,No,Yes,Yes,No,No,Yes,No,,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,,,
